Mfr Name,Carline,Eng Displ,# Cyl,Transmission,City FE (Guide) - Conventional Fuel,Hwy FE (Guide) - Conventional Fuel,Air Aspiration Method Desc,Trans Desc,# Gears,Drive Desc,Annual Fuel Cost - Conventional Fuel,Intake Valves Per Cyl,Exhaust Valves Per Cyl,Carline Class Desc,Release Date,Stop/Start System (Engine Management System)  Description,City CO2 Rounded Adjusted,Hwy CO2 Rounded Adjusted
Porsche,Panamera,2.9,6,Auto(AM-S8),18,24,Turbocharged,Automated Manual- Selectable,8,"2-Wheel Drive, Rear",2750,2,2,Large Cars,8/5/22,Yes,489,368
Porsche,Panamera 4,2.9,6,Auto(AM-S8),18,24,Turbocharged,Automated Manual- Selectable,8,All Wheel Drive,2750,2,2,Large Cars,8/5/22,Yes,481,367
Porsche,Panamera 4 Executive,2.9,6,Auto(AM-S8),17,23,Turbocharged,Automated Manual- Selectable,8,All Wheel Drive,2900,2,2,Large Cars,8/5/22,Yes,520,384
Porsche,Panamera 4 ST,2.9,6,Auto(AM-S8),18,23,Turbocharged,Automated Manual- Selectable,8,All Wheel Drive,2750,2,2,Large Cars,8/5/22,Yes,480,384
Porsche,Panamera 4S,2.9,6,Auto(AM-S8),18,24,Turbocharged,Automated Manual- Selectable,8,All Wheel Drive,2750,2,2,Large Cars,8/5/22,Yes,483,371
Porsche,Panamera 4S Executive,2.9,6,Auto(AM-S8),17,23,Turbocharged,Automated Manual- Selectable,8,All Wheel Drive,2900,2,2,Large Cars,8/5/22,Yes,525,385
Porsche,Panamera 4S ST,2.9,6,Auto(AM-S8),17,23,Turbocharged,Automated Manual- Selectable,8,All Wheel Drive,2900,2,2,Large Cars,8/5/22,Yes,525,385
Porsche,Panamera GTS,4,8,Auto(AM-S8),15,21,Turbocharged,Automated Manual- Selectable,8,All Wheel Drive,3200,2,2,Large Cars,8/5/22,Yes,589,420
Porsche,Panamera GTS ST,4,8,Auto(AM-S8),15,20,Turbocharged,Automated Manual- Selectable,8,All Wheel Drive,3200,2,2,Large Cars,8/5/22,Yes,589,442
Porsche,Panamera Turbo S,4,8,Auto(AM-S8),15,21,Turbocharged,Automated Manual- Selectable,8,All Wheel Drive,3200,2,2,Large Cars,8/5/22,Yes,582,425
Rolls-Royce,Ghost,6.7,12,Auto(S8),12,19,Turbocharged,Semi-Automatic,8,All Wheel Drive,3900,2,2,Large Cars,7/29/22,No,745,475
Rolls-Royce,Ghost Black Badge,6.7,12,Auto(S8),12,19,Turbocharged,Semi-Automatic,8,All Wheel Drive,3900,2,2,Large Cars,7/29/22,No,745,475
Rolls-Royce,Ghost Extended,6.7,12,Auto(S8),12,19,Turbocharged,Semi-Automatic,8,All Wheel Drive,3900,2,2,Large Cars,7/29/22,No,745,475
Rolls-Royce,Phantom,6.7,12,Auto(S8),12,18,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Rear",3900,2,2,Large Cars,7/29/22,No,760,492
Rolls-Royce,Phantom Extended,6.7,12,Auto(S8),12,18,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Rear",3900,2,2,Large Cars,7/29/22,No,760,492
Subaru,LEGACY,2.4,4,Auto(AV-S8),23,31,Turbocharged,Selectable Continuously Variable,8,All Wheel Drive,1700,2,2,Large Cars,6/9/22,Yes,381,283
Subaru,LEGACY,2.5,4,Auto(AV-S8),27,35,Naturally Aspirated,Selectable Continuously Variable,8,All Wheel Drive,1500,2,2,Large Cars,6/9/22,Yes,330,253
Volkswagen Group of,Arteon,2,4,Auto(AM7),25,33,Turbocharged,Automated Manual,7,"2-Wheel Drive, Front",1950,2,2,Large Cars,7/29/22,Yes,361,265
Volkswagen Group of,Arteon 4Motion,2,4,Auto(AM7),22,31,Turbocharged,Automated Manual,7,All Wheel Drive,2200,2,2,Large Cars,7/29/22,Yes,394,290
Volkswagen Group of,A4 Allroad quattro,2,4,Auto(AM-S7),23,30,Turbocharged,Automated Manual- Selectable,7,All Wheel Drive,2100,2,2,Small Station Wagons,7/29/22,Yes,381,299
Honda,HR-V AWD,2,4,Auto(AV),25,30,Naturally Aspirated,Continuously Variable,1,All Wheel Drive,1650,2,2,Small Station Wagons,5/26/22,No,353,292
Honda,HR-V FWD,2,4,Auto(AV),26,32,Naturally Aspirated,Continuously Variable,1,"2-Wheel Drive, Front",1600,2,2,Small Station Wagons,5/26/22,No,336,277
Kia,Niro,1.6,4,Auto(AM-S6),53,45,Naturally Aspirated,Automated Manual- Selectable,6,"2-Wheel Drive, Front",900,2,2,Small Station Wagons,7/22/22,Yes,168,196
Kia,Niro FE,1.6,4,Auto(AM-S6),53,54,Naturally Aspirated,Automated Manual- Selectable,6,"2-Wheel Drive, Front",850,2,2,Small Station Wagons,7/22/22,Yes,168,165
Kia,Soul,2,4,Auto(AV),28,33,Naturally Aspirated,Continuously Variable,1,"2-Wheel Drive, Front",1500,2,2,Small Station Wagons,5/2/22,Yes,327,269
Kia,Soul Eco dynamics,2,4,Auto(AV),29,35,Naturally Aspirated,Continuously Variable,1,"2-Wheel Drive, Front",1450,2,2,Small Station Wagons,5/2/22,Yes,312,256
Volkswagen Group of,Urus Performante,4,8,Auto(S8),14,19,Turbocharged,Semi-Automatic,8,All Wheel Drive,3400,2,2,Small Station Wagons,8/26/22,Yes,626,467
Mercedes-Benz,AMG GLA 35 4MATIC,2,4,Auto(AM8),22,29,Turbocharged,Automated Manual,8,All Wheel Drive,2200,2,2,Small Station Wagons,12/2/22,Yes,404,301
Mercedes-Benz,AMG GLA 45 4MATIC,2,4,Auto(AM8),20,25,Turbocharged,Automated Manual,8,All Wheel Drive,2500,2,2,Small Station Wagons,11/16/22,Yes,454,349
Subaru,IMPREZA 5-Door,2,4,Auto(AV-S7),28,36,Naturally Aspirated,Selectable Continuously Variable,7,All Wheel Drive,1450,2,2,Small Station Wagons,6/16/22,No,316,247
Subaru,IMPREZA 5-Door,2,4,Manual(M5),24,31,Naturally Aspirated,Manual,5,All Wheel Drive,1700,2,2,Small Station Wagons,6/16/22,No,375,286
Subaru,IMPREZA 5-Door SPORT,2,4,Auto(AV-S7),27,35,Naturally Aspirated,Selectable Continuously Variable,7,All Wheel Drive,1500,2,2,Small Station Wagons,6/16/22,No,325,252
Subaru,IMPREZA 5-Door SPORT,2,4,Manual(M5),22,30,Naturally Aspirated,Manual,5,All Wheel Drive,1750,2,2,Small Station Wagons,6/16/22,No,397,295
Volvo,V60CC B5 AWD,2,4,Auto(S8),23,30,Turbocharged,Semi-Automatic,8,All Wheel Drive,2100,2,2,Small Station Wagons,7/1/22,Yes,380,290
Volkswagen Group of,A6 Allroad,3,6,Auto(AM-S7),21,30,Turbocharged,Automated Manual- Selectable,7,All Wheel Drive,2300,2,2,Midsize Station Wagons,7/29/22,Yes,415,294
Volkswagen Group of,RS 6 Avant,4,8,Auto(S8),14,21,Turbocharged,Semi-Automatic,8,All Wheel Drive,3200,2,2,Midsize Station Wagons,7/8/22,Yes,619,427
Mercedes-Benz,AMG E 63 S 4MATIC+ (SW),4,8,Auto(A9),16,24,Turbocharged,Automatic,9,All Wheel Drive,2900,2,2,Midsize Station Wagons,12/22/22,Yes,549,374
Mercedes-Benz,AMG GLB 35 4MATIC,2,4,Auto(AM8),21,27,Turbocharged,Automated Manual,8,All Wheel Drive,2400,2,2,Midsize Station Wagons,12/5/22,Yes,426,329
Mercedes-Benz,E 450 4MATIC All-Terrain (wagon),3,6,Auto(A9),21,28,Turbocharged,Automatic,9,All Wheel Drive,2300,2,2,Midsize Station Wagons,10/20/22,Yes,426,311
Nissan,MURANO AWD,3.5,6,Auto(AV-S7),20,28,Naturally Aspirated,Selectable Continuously Variable,7,All Wheel Drive,1900,2,2,Midsize Station Wagons,8/17/22,No,452,317
Nissan,MURANO FWD,3.5,6,Auto(AV-S7),20,28,Naturally Aspirated,Selectable Continuously Variable,7,"2-Wheel Drive, Front",1900,2,2,Midsize Station Wagons,8/17/22,No,435,319
Rolls-Royce,Cullinan,6.7,12,Auto(S8),12,19,Turbocharged,Semi-Automatic,8,All Wheel Drive,3900,2,2,Midsize Station Wagons,7/29/22,No,757,466
Rolls-Royce,Cullinan Black Badge,6.7,12,Auto(S8),12,19,Turbocharged,Semi-Automatic,8,All Wheel Drive,3900,2,2,Midsize Station Wagons,7/29/22,No,757,466
Volvo,V90CC B6 AWD,2,4,Auto(S8),22,29,Turbocharged+Supercharged,Semi-Automatic,8,All Wheel Drive,2200,2,2,Midsize Station Wagons,7/1/22,Yes,393,301
Ford Motor Company,MAVERICK FWD,2,4,Auto(A8),23,30,Turbocharged,Automatic,8,"2-Wheel Drive, Front",1750,2,2,Small Pick-up Trucks 2WD,11/28/22,Yes,391,404
Ford Motor Company,MAVERICK HEV FWD,2.5,4,Auto(AV),40,33,Naturally Aspirated,Continuously Variable,1,"2-Wheel Drive, Front",1200,2,2,Small Pick-up Trucks 2WD,11/28/22,Yes,218,267
Toyota,TACOMA 2WD,2.7,4,Auto(S6),20,23,Naturally Aspirated,Semi-Automatic,6,"2-Wheel Drive, Rear",2100,2,2,Small Pick-up Trucks 2WD,9/10/22,No,456,382
Toyota,TACOMA 2WD,3.5,6,Auto(S6),19,24,Naturally Aspirated,Semi-Automatic,6,"2-Wheel Drive, Rear",2100,2,2,Small Pick-up Trucks 2WD,9/10/22,No,476,377
Ford Motor Company,MAVERICK AWD,2,4,Auto(A8),22,28,Turbocharged,Automatic,8,All Wheel Drive,1850,2,2,Small Pick-up Trucks 4WD,11/28/22,Yes,411,432
Ford Motor Company,MAVERICK TREMOR AWD,2,4,Auto(A8),20,24,Turbocharged,Automatic,8,All Wheel Drive,2100,2,2,Small Pick-up Trucks 4WD,11/28/22,Yes,448,372
Toyota,TACOMA 4WD,2.7,4,Auto(S6),19,22,Naturally Aspirated,Semi-Automatic,6,Part-time 4-Wheel Drive,2200,2,2,Small Pick-up Trucks 4WD,9/10/22,No,477,397
Toyota,TACOMA 4WD,3.5,6,Auto(S6),18,22,Naturally Aspirated,Semi-Automatic,6,Part-time 4-Wheel Drive,2200,2,2,Small Pick-up Trucks 4WD,9/10/22,No,490,396
Toyota,TACOMA 4WD,3.5,6,Manual(M6),17,21,Naturally Aspirated,Manual,6,Part-time 4-Wheel Drive,2450,2,2,Small Pick-up Trucks 4WD,9/10/22,No,520,432
Toyota,TACOMA 4WD D-CAB MT TRD-ORP/PRO,3.5,6,Manual(M6),17,20,Naturally Aspirated,Manual,6,Part-time 4-Wheel Drive,2450,2,2,Small Pick-up Trucks 4WD,9/10/22,No,517,441
General Motors,SILVERADO 2WD,2.7,4,Auto(A8),19,21,Turbocharged,Automatic,8,"2-Wheel Drive, Rear",2200,2,2,Standard Pick-up Trucks 2WD,8/18/22,Yes,478,422
General Motors,SILVERADO 2WD,2.7,4,Auto(A8),19,22,Turbocharged,Automatic,8,"2-Wheel Drive, Rear",2200,2,2,Standard Pick-up Trucks 2WD,8/18/22,Yes,476,410
General Motors,SILVERADO 2WD,3,6,Auto(A10),24,29,Turbocharged,Automatic,10,"2-Wheel Drive, Rear",1850,2,2,Standard Pick-up Trucks 2WD,8/28/22,Yes,432,351
General Motors,SILVERADO 2WD,5.3,8,Auto(A10),17,21,Naturally Aspirated,Automatic,10,"2-Wheel Drive, Rear",2350,1,1,Standard Pick-up Trucks 2WD,8/29/22,Yes,525,420
General Motors,SILVERADO 2WD,5.3,8,Auto(A10),17,21,Naturally Aspirated,Automatic,10,"2-Wheel Drive, Rear",2350,1,1,Standard Pick-up Trucks 2WD,8/29/22,Yes,529,416
General Motors,SILVERADO 2WD,5.3,8,Auto(A10),16,20,Naturally Aspirated,Automatic,10,"2-Wheel Drive, Rear",2450,1,1,Standard Pick-up Trucks 2WD,8/29/22,No,549,440
General Motors,SILVERADO 2WD,5.3,8,Auto(A10),16,20,Naturally Aspirated,Automatic,10,"2-Wheel Drive, Rear",2450,1,1,Standard Pick-up Trucks 2WD,8/29/22,No,541,442
Ford Motor Company,F150 PICKUP 2WD,2.7,6,Auto(S10),18,25,Turbocharged,Semi-Automatic,10,"2-Wheel Drive, Rear",2100,2,2,Standard Pick-up Trucks 2WD,10/13/22,No,489,359
Ford Motor Company,F150 PICKUP 2WD,2.7,6,Auto(S10),20,26,Turbocharged,Semi-Automatic,10,"2-Wheel Drive, Rear",2000,2,2,Standard Pick-up Trucks 2WD,10/13/22,Yes,454,345
Ford Motor Company,F150 PICKUP 2WD,3.5,6,Auto(S10),18,24,Turbocharged,Semi-Automatic,10,"2-Wheel Drive, Rear",2100,2,2,Standard Pick-up Trucks 2WD,10/13/22,Yes,486,366
Ford Motor Company,F150 PICKUP 2WD FFV,3.3,6,Auto(S10),19,23,Naturally Aspirated,Semi-Automatic,10,"2-Wheel Drive, Rear",2200,2,2,Standard Pick-up Trucks 2WD,10/13/22,No,471,514
Ford Motor Company,F150 PICKUP 2WD FFV,3.3,6,Auto(S10),19,24,Naturally Aspirated,Semi-Automatic,10,"2-Wheel Drive, Rear",2100,2,2,Standard Pick-up Trucks 2WD,10/13/22,Yes,458,481
Ford Motor Company,F150 PICKUP 2WD FFV,5,8,Auto(S10),17,25,Naturally Aspirated,Semi-Automatic,10,"2-Wheel Drive, Rear",2200,2,2,Standard Pick-up Trucks 2WD,10/13/22,Yes,531,358
Ford Motor Company,F150 PICKUP 2WD FFV,5,8,Auto(S10),17,24,Naturally Aspirated,Semi-Automatic,10,"2-Wheel Drive, Rear",2350,2,2,Standard Pick-up Trucks 2WD,10/13/22,No,538,375
Ford Motor Company,F150 PICKUP 2WD HEV,3.5,6,Auto(S10),25,25,Turbocharged,Semi-Automatic,10,"2-Wheel Drive, Rear",1750,2,2,Standard Pick-up Trucks 2WD,10/13/22,Yes,352,353
Ford Motor Company,RANGER 2WD,2.3,4,Auto(S10),20,26,Turbocharged,Semi-Automatic,10,"2-Wheel Drive, Rear",2000,2,2,Standard Pick-up Trucks 2WD,10/13/22,No,446,336
Ford Motor Company,RANGER 2WD,2.3,4,Auto(S10),21,26,Turbocharged,Semi-Automatic,10,"2-Wheel Drive, Rear",1900,2,2,Standard Pick-up Trucks 2WD,10/7/22,Yes,423,437
General Motors,SIERRA 2WD,2.7,4,Auto(A8),19,21,Turbocharged,Automatic,8,"2-Wheel Drive, Rear",2200,2,2,Standard Pick-up Trucks 2WD,8/18/22,Yes,478,422
General Motors,SIERRA 2WD,2.7,4,Auto(A8),19,22,Turbocharged,Automatic,8,"2-Wheel Drive, Rear",2200,2,2,Standard Pick-up Trucks 2WD,8/18/22,Yes,476,410
General Motors,SIERRA 2WD,3,6,Auto(A10),24,29,Turbocharged,Automatic,10,"2-Wheel Drive, Rear",1850,2,2,Standard Pick-up Trucks 2WD,8/28/22,Yes,432,351
General Motors,SIERRA 2WD,5.3,8,Auto(A10),16,21,Naturally Aspirated,Automatic,10,"2-Wheel Drive, Rear",2450,1,1,Standard Pick-up Trucks 2WD,8/29/22,Yes,553,420
General Motors,SIERRA 2WD,5.3,8,Auto(A10),16,21,Naturally Aspirated,Automatic,10,"2-Wheel Drive, Rear",2450,1,1,Standard Pick-up Trucks 2WD,8/29/22,Yes,553,420
General Motors,SIERRA 2WD,5.3,8,Auto(A10),16,20,Naturally Aspirated,Automatic,10,"2-Wheel Drive, Rear",2450,1,1,Standard Pick-up Trucks 2WD,8/29/22,No,549,440
General Motors,SIERRA 2WD,5.3,8,Auto(A10),16,20,Naturally Aspirated,Automatic,10,"2-Wheel Drive, Rear",2450,1,1,Standard Pick-up Trucks 2WD,8/29/22,No,541,442
Nissan,FRONTIER 2WD,3.8,6,Auto(S9),18,24,Naturally Aspirated,Semi-Automatic,9,"2-Wheel Drive, Rear",2200,2,2,Standard Pick-up Trucks 2WD,9/7/22,No,485,366
Nissan,TITAN 2WD,5.6,8,Auto(S9),16,21,Naturally Aspirated,Semi-Automatic,9,"2-Wheel Drive, Rear",3050,2,2,Standard Pick-up Trucks 2WD,8/4/22,No,572,418
FCA US LLC,1500 4X2,3.6,6,Auto(A8),20,25,Naturally Aspirated,Automatic,8,"2-Wheel Drive, Rear",2000,2,2,Standard Pick-up Trucks 2WD,11/28/22,Yes,451,353
FCA US LLC,1500 4X2,5.7,8,Auto(A8),18,23,Naturally Aspirated,Automatic,8,"2-Wheel Drive, Rear",2550,1,1,Standard Pick-up Trucks 2WD,11/28/22,Yes,489,386
FCA US LLC,1500 Classic 4X2,3.6,6,Auto(A8),17,25,Naturally Aspirated,Automatic,8,"2-Wheel Drive, Rear",2200,2,2,Standard Pick-up Trucks 2WD,12/5/22,No,513,358
FCA US LLC,1500 Classic 4X2,5.7,8,Auto(A8),15,21,Naturally Aspirated,Automatic,8,"2-Wheel Drive, Rear",3000,1,1,Standard Pick-up Trucks 2WD,12/5/22,No,609,418
FCA US LLC,1500 HFE 4X2,3.6,6,Auto(A8),20,26,Naturally Aspirated,Automatic,8,"2-Wheel Drive, Rear",1900,2,2,Standard Pick-up Trucks 2WD,1/23/23,Yes,438,340
Toyota,TUNDRA 2WD,3.4,6,Auto(S10),18,23,Turbocharged,Semi-Automatic,10,"2-Wheel Drive, Rear",2200,2,2,Standard Pick-up Trucks 2WD,9/7/22,Yes,491,379
Toyota,TUNDRA 2WD,3.4,6,Auto(S10),18,24,Turbocharged,Semi-Automatic,10,"2-Wheel Drive, Rear",2200,2,2,Standard Pick-up Trucks 2WD,9/7/22,Yes,494,377
Toyota,TUNDRA 2WD,3.4,6,Auto(S10),20,24,Turbocharged,Semi-Automatic,10,"2-Wheel Drive, Rear",2000,2,2,Standard Pick-up Trucks 2WD,9/7/22,Yes,441,367
General Motors,SILVERADO 4WD,2.7,4,Auto(A8),18,21,Turbocharged,Automatic,8,4-Wheel Drive,2350,2,2,Standard Pick-up Trucks 4WD,12/13/22,Yes,483,429
General Motors,SILVERADO 4WD,2.7,4,Auto(A8),18,21,Turbocharged,Automatic,8,4-Wheel Drive,2350,2,2,Standard Pick-up Trucks 4WD,12/13/22,Yes,485,433
General Motors,SILVERADO 4WD,3,6,Auto(A10),22,27,Turbocharged,Automatic,10,4-Wheel Drive,2000,2,2,Standard Pick-up Trucks 4WD,8/28/22,Yes,463,375
General Motors,SILVERADO 4WD,3,6,Auto(A10),22,27,Turbocharged,Automatic,10,4-Wheel Drive,2000,2,2,Standard Pick-up Trucks 4WD,8/28/22,Yes,463,378
General Motors,SILVERADO 4WD,5.3,8,Auto(A10),16,20,Naturally Aspirated,Automatic,10,4-Wheel Drive,2600,1,1,Standard Pick-up Trucks 4WD,1/23/23,Yes,555,445
General Motors,SILVERADO 4WD,5.3,8,Auto(A10),16,20,Naturally Aspirated,Automatic,10,4-Wheel Drive,2600,1,1,Standard Pick-up Trucks 4WD,8/29/22,Yes,555,444
General Motors,SILVERADO 4WD,5.3,8,Auto(A10),15,19,Naturally Aspirated,Automatic,10,4-Wheel Drive,2600,1,1,Standard Pick-up Trucks 4WD,8/29/22,No,583,477
General Motors,SILVERADO 4WD,5.3,8,Auto(A10),15,19,Naturally Aspirated,Automatic,10,4-Wheel Drive,2600,1,1,Standard Pick-up Trucks 4WD,8/29/22,No,576,462
General Motors,SILVERADO 4WD,6.2,8,Auto(A10),16,20,Naturally Aspirated,Automatic,10,4-Wheel Drive,3200,1,1,Standard Pick-up Trucks 4WD,8/29/22,Yes,563,452
General Motors,SILVERADO 4WD MUD TERRAIN TIRES,2.7,4,Auto(A8),17,18,Turbocharged,Automatic,8,4-Wheel Drive,2600,2,2,Standard Pick-up Trucks 4WD,8/18/22,Yes,522,498
General Motors,SILVERADO 4WD MUD TERRAIN TIRES,3,6,Auto(A10),21,23,Turbocharged,Automatic,10,4-Wheel Drive,2200,2,2,Standard Pick-up Trucks 4WD,8/28/22,Yes,482,439
General Motors,SILVERADO 4WD MUD TERRAIN TIRES,5.3,8,Auto(A10),15,18,Naturally Aspirated,Automatic,10,4-Wheel Drive,2750,1,1,Standard Pick-up Trucks 4WD,8/29/22,Yes,595,499
General Motors,SILVERADO 4WD MUD TERRAIN TIRES,5.3,8,Auto(A10),15,19,Naturally Aspirated,Automatic,10,4-Wheel Drive,2750,1,1,Standard Pick-up Trucks 4WD,8/29/22,No,583,480
General Motors,SILVERADO 4WD MUD TERRAIN TIRES,5.3,8,Auto(A10),15,19,Naturally Aspirated,Automatic,10,4-Wheel Drive,2600,1,1,Standard Pick-up Trucks 4WD,8/29/22,No,576,462
General Motors,SILVERADO 4WD MUD TERRAIN TIRES,6.2,8,Auto(A10),14,18,Naturally Aspirated,Automatic,10,4-Wheel Drive,3400,1,1,Standard Pick-up Trucks 4WD,8/29/22,Yes,634,486
General Motors,SILVERADO 4WD ZR2,6.2,8,Auto(A10),14,17,Naturally Aspirated,Automatic,10,4-Wheel Drive,3650,1,1,Standard Pick-up Trucks 4WD,8/29/22,Yes,630,531
Ford Motor Company,F150 PICKUP 4WD,2.7,6,Auto(S10),17,23,Turbocharged,Semi-Automatic,10,Part-time 4-Wheel Drive,2200,2,2,Standard Pick-up Trucks 4WD,10/13/22,No,507,383
Ford Motor Company,F150 PICKUP 4WD,2.7,6,Auto(S10),18,24,Turbocharged,Semi-Automatic,10,Part-time 4-Wheel Drive,2200,2,2,Standard Pick-up Trucks 4WD,10/13/22,Yes,482,377
Ford Motor Company,F150 PICKUP 4WD,3.5,6,Auto(S10),17,23,Turbocharged,Semi-Automatic,10,Part-time 4-Wheel Drive,2350,2,2,Standard Pick-up Trucks 4WD,10/14/22,No,534,392
Ford Motor Company,F150 PICKUP 4WD,3.5,6,Auto(S10),18,23,Turbocharged,Semi-Automatic,10,Part-time 4-Wheel Drive,2200,2,2,Standard Pick-up Trucks 4WD,10/14/22,Yes,508,381
Ford Motor Company,F150 PICKUP 4WD FFV,3.3,6,Auto(S10),19,22,Naturally Aspirated,Semi-Automatic,10,Part-time 4-Wheel Drive,2200,2,2,Standard Pick-up Trucks 4WD,10/13/22,Yes,476,513
Ford Motor Company,F150 PICKUP 4WD FFV,5,8,Auto(S10),16,22,Naturally Aspirated,Semi-Automatic,10,Part-time 4-Wheel Drive,2450,2,2,Standard Pick-up Trucks 4WD,10/13/22,No,560,578
Ford Motor Company,F150 PICKUP 4WD FFV,5,8,Auto(S10),17,22,Naturally Aspirated,Semi-Automatic,10,Part-time 4-Wheel Drive,2350,2,2,Standard Pick-up Trucks 4WD,10/13/22,Yes,525,399
Ford Motor Company,F150 PICKUP 4WD HEV,3.5,6,Auto(S10),23,23,Turbocharged,Semi-Automatic,10,Part-time 4-Wheel Drive,1900,2,2,Standard Pick-up Trucks 4WD,10/13/22,Yes,381,381
Ford Motor Company,F150 PICKUP TREMOR 4WD,3.5,6,Auto(S10),16,20,Turbocharged,Semi-Automatic,10,Part-time 4-Wheel Drive,2450,2,2,Standard Pick-up Trucks 4WD,10/13/22,No,552,439
Ford Motor Company,F150 PICKUP TREMOR 4WD,3.5,6,Auto(S10),16,20,Turbocharged,Semi-Automatic,10,Part-time 4-Wheel Drive,2450,2,2,Standard Pick-up Trucks 4WD,10/13/22,Yes,540,445
Ford Motor Company,F150 PICKUP TREMOR 4WD FFV,5,8,Auto(S10),15,20,Naturally Aspirated,Semi-Automatic,10,Part-time 4-Wheel Drive,2600,2,2,Standard Pick-up Trucks 4WD,10/13/22,Yes,572,448
Ford Motor Company,F150 PICKUP TREMOR 4WD FFV,5,8,Auto(S10),15,20,Naturally Aspirated,Semi-Automatic,10,Part-time 4-Wheel Drive,2600,2,2,Standard Pick-up Trucks 4WD,10/13/22,No,579,444
Ford Motor Company,F150 RAPTOR 37 4WD,3.5,6,Auto(S10),14,16,Turbocharged,Semi-Automatic,10,Part-time 4-Wheel Drive,2950,2,2,Standard Pick-up Trucks 4WD,10/13/22,No,626,560
Ford Motor Company,F150 RAPTOR 37 4WD,3.5,6,Auto(S10),15,16,Turbocharged,Semi-Automatic,10,Part-time 4-Wheel Drive,2950,2,2,Standard Pick-up Trucks 4WD,10/13/22,Yes,604,547
Ford Motor Company,F150 RAPTOR 4WD,3.5,6,Auto(S10),14,18,Turbocharged,Semi-Automatic,10,Part-time 4-Wheel Drive,2950,2,2,Standard Pick-up Trucks 4WD,10/14/22,No,635,500
Ford Motor Company,F150 RAPTOR 4WD,3.5,6,Auto(S10),15,18,Turbocharged,Semi-Automatic,10,Part-time 4-Wheel Drive,2750,2,2,Standard Pick-up Trucks 4WD,10/13/22,Yes,598,498
Ford Motor Company,F150 RAPTOR R 4WD,5.2,8,Auto(S10),10,15,Supercharged,Semi-Automatic,10,Part-time 4-Wheel Drive,3700,2,2,Standard Pick-up Trucks 4WD,10/13/22,No,858,598
Ford Motor Company,RANGER 4WD,2.3,4,Auto(S10),19,24,Turbocharged,Semi-Automatic,10,Part-time 4-Wheel Drive,2100,2,2,Standard Pick-up Trucks 4WD,10/13/22,No,466,365
Ford Motor Company,RANGER 4WD,2.3,4,Auto(S10),20,24,Turbocharged,Semi-Automatic,10,Part-time 4-Wheel Drive,2000,2,2,Standard Pick-up Trucks 4WD,10/13/22,Yes,448,364
Ford Motor Company,RANGER TREMOR 4WD,2.3,4,Auto(S10),19,19,Turbocharged,Semi-Automatic,10,Part-time 4-Wheel Drive,2350,2,2,Standard Pick-up Trucks 4WD,10/13/22,Yes,469,474
General Motors,SIERRA 4WD,2.7,4,Auto(A8),18,20,Turbocharged,Automatic,8,4-Wheel Drive,2350,2,2,Standard Pick-up Trucks 4WD,12/13/22,Yes,493,435
General Motors,SIERRA 4WD,2.7,4,Auto(A8),18,20,Turbocharged,Automatic,8,4-Wheel Drive,2350,2,2,Standard Pick-up Trucks 4WD,8/18/22,Yes,495,436
General Motors,SIERRA 4WD,3,6,Auto(A10),22,27,Turbocharged,Automatic,10,4-Wheel Drive,2000,2,2,Standard Pick-up Trucks 4WD,8/28/22,Yes,463,375
General Motors,SIERRA 4WD,5.3,8,Auto(A10),16,20,Naturally Aspirated,Automatic,10,4-Wheel Drive,2600,1,1,Standard Pick-up Trucks 4WD,1/23/23,Yes,549,444
General Motors,SIERRA 4WD,5.3,8,Auto(A10),16,20,Naturally Aspirated,Automatic,10,4-Wheel Drive,2600,1,1,Standard Pick-up Trucks 4WD,8/29/22,Yes,541,445
General Motors,SIERRA 4WD,5.3,8,Auto(A10),15,19,Naturally Aspirated,Automatic,10,4-Wheel Drive,2600,1,1,Standard Pick-up Trucks 4WD,8/29/22,No,583,477
General Motors,SIERRA 4WD,5.3,8,Auto(A10),15,19,Naturally Aspirated,Automatic,10,4-Wheel Drive,2600,1,1,Standard Pick-up Trucks 4WD,8/29/22,No,576,462
General Motors,SIERRA 4WD,6.2,8,Auto(A10),15,19,Naturally Aspirated,Automatic,10,4-Wheel Drive,3200,1,1,Standard Pick-up Trucks 4WD,8/29/22,Yes,582,468
General Motors,SIERRA 4WD AT4X,6.2,8,Auto(A10),14,17,Naturally Aspirated,Automatic,10,4-Wheel Drive,3650,1,1,Standard Pick-up Trucks 4WD,8/29/22,Yes,630,531
General Motors,SIERRA 4WD MUD TERRAIN TIRES,2.7,4,Auto(A8),17,18,Turbocharged,Automatic,8,4-Wheel Drive,2600,2,2,Standard Pick-up Trucks 4WD,8/18/22,Yes,522,498
General Motors,SIERRA 4WD MUD TERRAIN TIRES,3,6,Auto(A10),21,23,Turbocharged,Automatic,10,4-Wheel Drive,2200,2,2,Standard Pick-up Trucks 4WD,8/28/22,Yes,482,439
General Motors,SIERRA 4WD MUD TERRAIN TIRES,5.3,8,Auto(A10),15,18,Naturally Aspirated,Automatic,10,4-Wheel Drive,2750,1,1,Standard Pick-up Trucks 4WD,8/29/22,Yes,599,499
General Motors,SIERRA 4WD MUD TERRAIN TIRES,5.3,8,Auto(A10),15,19,Naturally Aspirated,Automatic,10,4-Wheel Drive,2750,1,1,Standard Pick-up Trucks 4WD,8/29/22,No,583,480
